time,pm1,pm25,pm10,temperature,humidite
2026-01-28T11:00:00.000Z,1.11,1.443333333,2.19,17.19166667,47.97766667
2026-01-28T11:15:00.000Z,1.043333333,1.796666667,3.186666667,17.02333333,47.65933333
2026-01-28T11:30:00.000Z,1.466666667,1.896666667,3.833333333,16.64733333,47.19166667
2026-01-28T11:45:00.000Z,1.326666667,2.42,4.076666667,17.602,45.07033333
2026-01-28T12:00:00.000Z,1.326666667,2.303333333,3.69,24.71466667,31.425
2026-01-28T12:15:00.000Z,1.323333333,1.896666667,3.493333333,25.78166667,29.87466667
2026-01-28T12:30:00.000Z,1.42,2.316666667,3.26,26.723,28.56333333
2026-01-28T12:45:00.000Z,1.316666667,2.126666667,2.8,23.78266667,31.53466667
2026-01-28T13:00:00.000Z,1.81,2.946666667,4.183333333,21.924,33.55633333
2026-01-28T13:15:00.000Z,1.39,1.9,2.696666667,20.50933333,35.40333333
2026-01-28T13:30:00.000Z,1.013333333,2.073333333,3.083333333,18.978,38.498
2026-01-28T13:45:00.000Z,0.913333333,1.166666667,1.65,21.58466667,33.86233333
2026-01-28T14:00:00.000Z,0.89,1.42,1.75,21.53133333,33.88433333
2026-01-28T14:15:00.000Z,1.133333333,1.8,3.766666667,22.39033333,32.526
2026-01-28T14:30:00.000Z,0.93,1.34,2.183333333,23.71766667,29.07233333
2026-01-28T14:45:00.000Z,0.973333333,1.466666667,2.23,22.958,30.58266667
2026-01-28T15:00:00.000Z,0.856666667,1.363333333,2.183333333,23.02333333,31.00466667
2026-01-28T15:15:00.000Z,1.27,1.833333333,3.23,21.73533333,32.318
2026-01-28T15:30:00.000Z,1.16,1.47,2.3,19.15333333,35.46666667
2026-01-28T15:45:00.000Z,1.153333333,1.25,2.29,18.594,36.514
2026-01-28T16:00:00.000Z,1.443333333,2.086666667,3.5,17.00033333,39.69066667
2026-01-28T16:15:00.000Z,1.173333333,1.73,2.333333333,16.415,40.92266667
2026-01-28T16:30:00.000Z,1.186666667,1.696666667,2.02,15.776,42.25666667
2026-01-28T16:45:00.000Z,1.423333333,1.893333333,2.91,15.56633333,43.22566667
